spotifyid,mp3,spec_npy,n_mels,n_frames
5kbc0rEqDMkE1U4dR7TCop,DataSets\audio\La Chicana - Lo Bueno y Lo Malo.mp3,DataSets\img\La Chicana - Lo Bueno y Lo Malo.npy,128,24479
38lb35Gm6DyUL832PqzkJ5,DataSets\audio\Jorge Cafrune - Anocheciendo zambas.mp3,DataSets\img\Jorge Cafrune - Anocheciendo zambas.npy,128,22060
4pkEdl9tRJ0rWm82thE6xN,DataSets\audio\Francisco Canaro - Buenos Aires Querido - Remasterizado.mp3,DataSets\img\Francisco Canaro - Buenos Aires Querido - Remasterizado.npy,128,18627
4raz8qKBst8nxtPfacNeKX,"DataSets\audio\Francisco Canaro - Adios, Pampa Mia.mp3","DataSets\img\Francisco Canaro - Adios, Pampa Mia.npy",128,10211
2gmZQG0v6nx4pDw2xUcMhR,DataSets\audio\Tahuantinsuyo - Zorzalito.mp3,DataSets\img\Tahuantinsuyo - Zorzalito.npy,128,18745
66B2qWN9fZCGjWKd9yYzAa,DataSets\audio\Alfonso Esparza Oteo - Un Viejo Amor.mp3,DataSets\img\Alfonso Esparza Oteo - Un Viejo Amor.npy,128,20936
4DUqzpMYKexYXAfHNk6Js7,DataSets\audio\Royce Do Cavaco - Chegou Sua Vez.mp3,DataSets\img\Royce Do Cavaco - Chegou Sua Vez.npy,128,26103
5UfWNw9T5ZCtZJICl9abfr,DataSets\audio\Mônica Vasconcelos - Oracao.mp3,DataSets\img\Mônica Vasconcelos - Oracao.npy,128,39146
4NqDc0oXzLQ4g3mS8NbNpC,DataSets\audio\Vinícius de Moraes - Eu Sei Que Vou Te Amar - Live.mp3,DataSets\img\Vinícius de Moraes - Eu Sei Que Vou Te Amar - Live.npy,128,21835
56OMc2pr6XJgpQqASY7kYc,DataSets\audio\Antônio Carlos Jobim - How Insensitive (Insensatez).mp3,DataSets\img\Antônio Carlos Jobim - How Insensitive (Insensatez).npy,128,11156
1p2SuKNZDUdq76CY4aXGeS,DataSets\audio\Mônica Salmaso - Valsinha.mp3,DataSets\img\Mônica Salmaso - Valsinha.npy,128,20140
7en2clkFhIGVooYIHmrHyO,DataSets\audio\Toquinho - Rosa Desfolhada.mp3,DataSets\img\Toquinho - Rosa Desfolhada.npy,128,26318
6ZpQ1csfD1NUe9oskVcfYa,DataSets\audio\Bahiano e Coro - Pelo Telefone.mp3,DataSets\img\Bahiano e Coro - Pelo Telefone.npy,128,27350
2tcfbkABIwzpepPyaFsYF4,DataSets\audio\Stan Getz - Desafinado.mp3,DataSets\img\Stan Getz - Desafinado.npy,128,13951
4hY1wcNRTRoX59Q2j9uLo2,DataSets\audio\João Gilberto - Chega de Saudade.mp3,DataSets\img\João Gilberto - Chega de Saudade.npy,128,12334
5s7AZnhqrZoh8bxmZIhmIU,DataSets\audio\Andréa Daltro - Minha Maria É Bonita.mp3,DataSets\img\Andréa Daltro - Minha Maria É Bonita.npy,128,15991
2ccyfMLrk0e83ufjIzx7nP,DataSets\audio\Novalima - Tumbala.mp3,DataSets\img\Novalima - Tumbala.npy,128,37143
5lbK51v4BbQl50hcKyroaD,DataSets\audio\Susana Baca - Baho Kende y Palo Mayimbe.mp3,DataSets\img\Susana Baca - Baho Kende y Palo Mayimbe.npy,128,31216
4RvfozaNchxoTv78xt7UZ4,DataSets\audio\Matus - Hada Morgana.mp3,DataSets\img\Matus - Hada Morgana.npy,128,13332
6OjM6qMiIeDMPsq0i5zgEv,,,,
3MCIcDhQnSu71locMLkDd2,DataSets\audio\Novalima - Festejo.mp3,DataSets\img\Novalima - Festejo.npy,128,25638
08QEqmZqmgSgbkSX3DJhVe,DataSets\audio\Manuel Silva - El Hombre.mp3,DataSets\img\Manuel Silva - El Hombre.npy,128,22339
0IMuTDzuwr8xBH17gdyiMt,DataSets\audio\Chabuca Granda - Pobre Voz.mp3,DataSets\img\Chabuca Granda - Pobre Voz.npy,128,16801
5UCuxPQjMVOtnzvAmafYDl,DataSets\audio\Alturas - Busco un Ratón.mp3,DataSets\img\Alturas - Busco un Ratón.npy,128,12710
5DmIH1YPEtNFRMIfn7ohct,DataSets\audio\Tania Libertad - La Cuerda Floja.mp3,DataSets\img\Tania Libertad - La Cuerda Floja.npy,128,22193
6Tyi3cohVqndOiYUj4fIQh,DataSets\audio\Septeto Nacional de Ignacio Piñeiro - Echale Salsita.mp3,DataSets\img\Septeto Nacional de Ignacio Piñeiro - Echale Salsita.npy,128,16848
4zvoKpFK7yV7K6F6R5WkTQ,DataSets\audio\Compay Segundo - Pobre Corazón.mp3,DataSets\img\Compay Segundo - Pobre Corazón.npy,128,24891
72Hs1rCaa3d01ynJoYZuvL,DataSets\audio\Fernando Alvarez - Dos Gardenias.mp3,DataSets\img\Fernando Alvarez - Dos Gardenias.npy,128,19487
4PcfrcGYvKYnaRDtFefcm0,DataSets\audio\Rafael Lopez - La sitiera.mp3,DataSets\img\Rafael Lopez - La sitiera.npy,128,20505
0vrzGBhoHDp4gbnuEykvR9,DataSets\audio\Vicentico Valdés - Hechos...No Palabras.mp3,DataSets\img\Vicentico Valdés - Hechos...No Palabras.npy,128,11451
2fqTTzINvVTid3XpwDEIya,DataSets\audio\Toña La Negra - No Te Importe Saber.mp3,DataSets\img\Toña La Negra - No Te Importe Saber.npy,128,20001
1VONcrGxRA2Suq56IVgy7n,DataSets\audio\Beny Moré - Bombón De Pollo.mp3,DataSets\img\Beny Moré - Bombón De Pollo.npy,128,17245
5BNvJ36wKa4J9SFj0kXhhK,DataSets\audio\Celia Cruz - Madre Rumba - Remastered.mp3,DataSets\img\Celia Cruz - Madre Rumba - Remastered.npy,128,18604
2CA5865wcmBr7rV3sha9dp,DataSets\audio\Celia Cruz - Noche Criolla.mp3,DataSets\img\Celia Cruz - Noche Criolla.npy,128,8176
3dJzFa1aLJN1mduCUDV1Q8,DataSets\audio\Vieja Trova Santiaguera - ¿ Qué Viste _.mp3,DataSets\img\Vieja Trova Santiaguera - ¿ Qué Viste _.npy,128,44765
3kymYtzfYgL9PKnHs3P04q,DataSets\audio\Compay Segundo - San Luisera.mp3,DataSets\img\Compay Segundo - San Luisera.npy,128,16503
02oyxPvWpwTGB7hbl8rJJm,DataSets\audio\Daymé Arocena - Lo Que Fue.mp3,DataSets\img\Daymé Arocena - Lo Que Fue.npy,128,20417
7rrfb22TyK3CsIpyZqQPT7,DataSets\audio\Soneros De Verdad - Las Tunas.mp3,DataSets\img\Soneros De Verdad - Las Tunas.npy,128,29800
7z2OGKCkINzuvlIRLA4uYR,DataSets\audio\Various Artists - Ten Piedad.mp3,DataSets\img\Various Artists - Ten Piedad.npy,128,17339
6cfJa8zNNd48ZBaduCwnql,DataSets\audio\Chucho Valdés - Tu Me Acostumbrastes.mp3,DataSets\img\Chucho Valdés - Tu Me Acostumbrastes.npy,128,21916
18FKm8dUcDdHP7JUU27TTH,DataSets\audio\Maria Teresa Vera - Me parece mentira - Remastered.mp3,DataSets\img\Maria Teresa Vera - Me parece mentira - Remastered.npy,128,20249
3jiSagSREEgX9xrMkg1e8h,DataSets\audio\Jorge Yáñez - El Gorro de Lana.mp3,DataSets\img\Jorge Yáñez - El Gorro de Lana.npy,128,19199
5lP1NWwgjfEQvIlr2PkfKn,DataSets\audio\Inti-Illimani - El Pueblo Unido jamás será Vencido.mp3,DataSets\img\Inti-Illimani - El Pueblo Unido jamás será Vencido.npy,128,25756
6XmEcp0Y5HKFSM125qPyzb,DataSets\audio\Angel Parra - Cancion del Obrero Muerto en Cordoba.mp3,DataSets\img\Angel Parra - Cancion del Obrero Muerto en Cordoba.npy,128,24920
4gtQZdFChgLc2SSZxUihDN,DataSets\audio\Mariana Montalvo - Hombre pequeñito.mp3,DataSets\img\Mariana Montalvo - Hombre pequeñito.npy,128,19016
1DNPy4Q8krN5Jr55sKFbsN,DataSets\audio\Victor Jara - Venían del Desierto.mp3,DataSets\img\Victor Jara - Venían del Desierto.npy,128,17807
2W0VYntdf1IuePzPFqzAs7,DataSets\audio\Los Cuatro Hnos. Silva - Sombras.mp3,DataSets\img\Los Cuatro Hnos. Silva - Sombras.npy,128,22172
6weKmnkc7RLosuMYy7vBlf,DataSets\audio\Mariana Montalvo - Mi canci_n.mp3,DataSets\img\Mariana Montalvo - Mi canci_n.npy,128,20161
0TeNSuU1JhgWjm9zhhGWaU,DataSets\audio\Carmen González - Fuego en el 23.mp3,DataSets\img\Carmen González - Fuego en el 23.npy,128,34463
4jq6tNgOkmHvpifn5jIaGD,DataSets\audio\Eljuri - Peligrosa.mp3,DataSets\img\Eljuri - Peligrosa.npy,128,23896
3ECnCdukTcI9iBhOr10n0n,,,,
3qGXHZsCiDfKB3jgbaiEZw,DataSets\audio\Julio Jaramillo - Aquellos Ojos.mp3,DataSets\img\Julio Jaramillo - Aquellos Ojos.npy,128,18139
636V3Uz1Urbr9KwlncyMmv,DataSets\audio\Julio Jaramillo - Despertar Llorando.mp3,DataSets\img\Julio Jaramillo - Despertar Llorando.npy,128,16718
42vJEokMX1n4uvaw9qo2Rp,DataSets\audio\Traditional - Entrando a la iglesia.mp3,DataSets\img\Traditional - Entrando a la iglesia.npy,128,28212
2uW4Qs2BYdeJnDTXeI9l7T,DataSets\audio\Papá Roncón & Katanga - Amigo - MI Amigo.mp3,DataSets\img\Papá Roncón & Katanga - Amigo - MI Amigo.npy,128,14176
15USVROQrBbAc68l88cIgT,DataSets\audio\Susana Peña - Nostalgia (nostalgi).mp3,DataSets\img\Susana Peña - Nostalgia (nostalgi).npy,128,29298
5r3XrpYBXGfwEv4ZuNPMY2,DataSets\audio\Maria Usbeck - Isla Magica.mp3,DataSets\img\Maria Usbeck - Isla Magica.npy,128,27026
5KqOhTwZDKwMJuPM0LdSHb,DataSets\audio\Yma Sumac - Clamor.mp3,DataSets\img\Yma Sumac - Clamor.npy,128,17350
2rkExPLqC47S8np0Sd9UGf,DataSets\audio\Susana Baca - Avelino Ciudad.mp3,DataSets\img\Susana Baca - Avelino Ciudad.npy,128,21456
3dTcwy3L3fOP0vm4Lz0zdD,DataSets\audio\Los Saicos - Demolición.mp3,DataSets\img\Los Saicos - Demolición.npy,128,17300
6R5Bfkqk8HTrFFRGSLtC6I,DataSets\audio\Yma Sumac - Cholo Traicionero.mp3,DataSets\img\Yma Sumac - Cholo Traicionero.npy,128,5036
34uN2ZtxmRa1FfduaMm4cA,DataSets\audio\Alturas - La Flor de la Canela.mp3,DataSets\img\Alturas - La Flor de la Canela.npy,128,22841
1Ai6HBxGvkIJ7oakCbcor0,DataSets\audio\Susana Baca - El Fusil del Poeta.mp3,DataSets\img\Susana Baca - El Fusil del Poeta.npy,128,30834
3m8iCkusLrMAGlaGM5Vz0l,DataSets\audio\Chabuca Granda - Donde Estas Adelita.mp3,DataSets\img\Chabuca Granda - Donde Estas Adelita.npy,128,17958
7zX9GYeecG23zb0aoCImXk,DataSets\audio\Don Francisco Pezo Alva - Rostro De Sangre (Bloody Face).mp3,DataSets\img\Don Francisco Pezo Alva - Rostro De Sangre (Bloody Face).npy,128,18032
3wb8yPZwJoF4grugTS0Lcf,DataSets\audio\Don Francisco Pezo Alva - Espejo De La Vida.mp3,DataSets\img\Don Francisco Pezo Alva - Espejo De La Vida.npy,128,3351184
6j35G4WM4iU9yeJaKlL9C2,DataSets\audio\El Hijo De La Cumbia - Para Bailar - Alika Y Nueva Alianza Remix.mp3,DataSets\img\El Hijo De La Cumbia - Para Bailar - Alika Y Nueva Alianza Remix.npy,128,20542
4kAHu3oCCUxGcgGJqPGQqO,DataSets\audio\Michi Sarmiento y su Combo Bravo - Mirame San Miguel.mp3,DataSets\img\Michi Sarmiento y su Combo Bravo - Mirame San Miguel.npy,128,16193
0TubItHcnUNfjN0uAnycx0,DataSets\audio\Son Palenque - Dame Un Trago.mp3,DataSets\img\Son Palenque - Dame Un Trago.npy,128,26305
3aHaoQ9Y2fp1yVBE7o0hP8,DataSets\audio\Los Tupamaros - En la Puerta del Horno.mp3,DataSets\img\Los Tupamaros - En la Puerta del Horno.npy,128,2531
3G0IW1zCqv0WTSO1Ty3gcw,DataSets\audio\Guayacán Orquesta - Aprendiendo a Amar - Salsa.mp3,DataSets\img\Guayacán Orquesta - Aprendiendo a Amar - Salsa.npy,128,26498
3b0QSi8e6bJGf7d21qWBpT,DataSets\audio\La Sonora Dinamita - No Me Dejes Solo.mp3,DataSets\img\La Sonora Dinamita - No Me Dejes Solo.npy,128,15526
6TWrhSSWeUPL1PPfhNuZZ1,DataSets\audio\Shakira - Si Te Vas - En Vivo.mp3,DataSets\img\Shakira - Si Te Vas - En Vivo.npy,128,23481
1zuqHCQBv9gDtza9o4FnPC,DataSets\audio\Fruko Y Sus Tesos - Descarga Fruko.mp3,DataSets\img\Fruko Y Sus Tesos - Descarga Fruko.npy,128,23664
0mfsOBQSQYHgJKD95suX5Z,DataSets\audio\Totó La Momposina - La Candela Viva.mp3,DataSets\img\Totó La Momposina - La Candela Viva.npy,128,26017
1aBlatezFnRkXYNMTpKDUF,DataSets\audio\Lumbalú - Mi vieja.mp3,DataSets\img\Lumbalú - Mi vieja.npy,128,14024
72C5xC43NiRHNxToiS5Ooe,DataSets\audio\Alejandro Wills - Ojeras.mp3,DataSets\img\Alejandro Wills - Ojeras.npy,128,18666
7psjUPEJKUCGUqfzNLNrD3,DataSets\audio\Marta Gómez - Canción de cuna para dormir a un negrito.mp3,DataSets\img\Marta Gómez - Canción de cuna para dormir a un negrito.npy,128,15383
7p0eXdWNyOG1yTVFizpfzs,DataSets\audio\La-33 - Arrullo y Son.mp3,DataSets\img\La-33 - Arrullo y Son.npy,128,39883
2KeuITUac0VamR5r8bOWYv,DataSets\audio\Los Warahuaco - El Pescador de Barú.mp3,DataSets\img\Los Warahuaco - El Pescador de Barú.npy,128,17261
7aW5GTai2cXQNETwgwNare,DataSets\audio\Alfredo Gutierrez - El Guayabito.mp3,DataSets\img\Alfredo Gutierrez - El Guayabito.npy,128,18625
1TPZ028i7BWWS5xW4UN9ss,DataSets\audio\Carlos Vives - La Tierra del Olvido.mp3,DataSets\img\Carlos Vives - La Tierra del Olvido.npy,128,25991
2kyZ91ZBJOxaBLiDtdF6uj,DataSets\audio\Cimarron - Mi sombrero (My Hat).mp3,DataSets\img\Cimarron - Mi sombrero (My Hat).npy,128,21472
3stiWNufj1DFhrayLkkIad,DataSets\audio\Los Corraleros De Majagual - Cumbia Saramuya.mp3,DataSets\img\Los Corraleros De Majagual - Cumbia Saramuya.npy,128,17786
0gKhhJ2vOwfPSl4s8vwWSi,DataSets\audio\Los Caballeros De Colón - Con Los Caballeros.mp3,DataSets\img\Los Caballeros De Colón - Con Los Caballeros.npy,128,18787
0wM1XOILTiDEUKee1TBCMP,DataSets\audio\Yin Carrizo - 20 de Enero en Ocu.mp3,DataSets\img\Yin Carrizo - 20 de Enero en Ocu.npy,128,17420
3I0LuwMIeMbsoYqC8tMezc,DataSets\audio\Rubén Blades - La Ruta.mp3,DataSets\img\Rubén Blades - La Ruta.npy,128,24792
2KIx8hXDl98Eiiag6WPqrM,DataSets\audio\Rubén Blades - Te Odio Y Te Quiero.mp3,DataSets\img\Rubén Blades - Te Odio Y Te Quiero.npy,128,13622
4XXPUMw5HXzcjjvcc4kWjo,DataSets\audio\Azuquita - Mujer Celosa.mp3,DataSets\img\Azuquita - Mujer Celosa.npy,128,39828
2fw385fOlwRdOMuZ7W2TmC,DataSets\audio\Los Locos - El Venao.mp3,DataSets\img\Los Locos - El Venao.npy,128,29277
27FQODDsgQRCrhqs3cFZmF,DataSets\audio\Rumbatá Big Band - Porro Medley.mp3,DataSets\img\Rumbatá Big Band - Porro Medley.npy,128,50003
0AtkLMheB17C3CYc1FbzmI,DataSets\audio\Oscar D'León - Mi Raza Negra.mp3,DataSets\img\Oscar D'León - Mi Raza Negra.npy,128,15250
4JApaWpUcDWCr8aVfiaaze,DataSets\audio\Fruko Y Sus Tesos - Fruko's Boogaloo.mp3,DataSets\img\Fruko Y Sus Tesos - Fruko's Boogaloo.npy,128,25638
3AqYTORI0rYSqnqBw6gCb5,DataSets\audio\La tropa - Lluvia Con Nieve.mp3,DataSets\img\La tropa - Lluvia Con Nieve.npy,128,18256
6qncrp6Vl1imTPpxcV3DoK,DataSets\audio\Wayne Gorbea's Salsa Picante - Dejame Un Lado.mp3,DataSets\img\Wayne Gorbea's Salsa Picante - Dejame Un Lado.npy,128,40876
6OjwMUQIffS74Z2qIsWmVO,DataSets\audio\Marco Barrientos - Nada Es Imposible.mp3,DataSets\img\Marco Barrientos - Nada Es Imposible.npy,128,25863
4yTLmbmdClGtxiABVcpEk2,DataSets\audio\Chango Farias Gomez - Rumbas - En Vivo.mp3,DataSets\img\Chango Farias Gomez - Rumbas - En Vivo.npy,128,39656
4iEBAbgNDDeAX4hrU2HdhS,DataSets\audio\Suni Paz - La Pájara Pinta (The Spotted Bird).mp3,DataSets\img\Suni Paz - La Pájara Pinta (The Spotted Bird).npy,128,5587
08oSf3enmWZfZVQMSSUw1I,DataSets\audio\Soledad Bravo - Si el poeta eres tú.mp3,DataSets\img\Soledad Bravo - Si el poeta eres tú.npy,128,15733
4InZI0b1MRtKyb1RIot3If,DataSets\audio\Atahualpa Yupanqui - Nada Mas (Homenaje a Ernesto Guevara).mp3,DataSets\img\Atahualpa Yupanqui - Nada Mas (Homenaje a Ernesto Guevara).npy,128,19643
6PUZONcaV2zDpla9EAWbVQ,DataSets\audio\Caterina Valente - Quiéreme mucho.mp3,DataSets\img\Caterina Valente - Quiéreme mucho.npy,128,18823
15VJ4TNlnzk8RMSRl64WTt,DataSets\audio\De Norte A Sur - El gavilan (Venezuela).mp3,DataSets\img\De Norte A Sur - El gavilan (Venezuela).npy,128,14986
4O2LZzOjxDem3j71yhin48,DataSets\audio\Guillermo Portabales - Se contento el jibarito.mp3,DataSets\img\Guillermo Portabales - Se contento el jibarito.npy,128,16336
3HWHxXHUce8CoNRKYbZdKJ,,,,
2ntFTAnS3pwXsSP0PXTVm6,DataSets\audio\Mercedes Sosa - Chacarera De Las Piedras.mp3,DataSets\img\Mercedes Sosa - Chacarera De Las Piedras.npy,128,6334
6tx719DGT8HQhTN61h3CAj,DataSets\audio\Juan Gabriel - Buenos Días Señor Sol.mp3,DataSets\img\Juan Gabriel - Buenos Días Señor Sol.npy,128,16357
0Rz0bLu0ksdYv8Szl4yxM7,DataSets\audio\Chalino Sanchez - El Cabo Sauceda.mp3,DataSets\img\Chalino Sanchez - El Cabo Sauceda.npy,128,25952
2Wt26eFSwT5bSZV6QmtmEB,DataSets\audio\Zoé - Renacer.mp3,DataSets\img\Zoé - Renacer.npy,128,21091
0MKIqxYl2dWOzoZ1CVmewF,,,,
7CkmgkUbROGmod72MW5SCy,DataSets\audio\Trio Mexico - Peregrina.mp3,DataSets\img\Trio Mexico - Peregrina.npy,128,23220
4SG79mPALRVkhL33THFL8v,DataSets\audio\Pedro Infante - Fallaste Corazón.mp3,DataSets\img\Pedro Infante - Fallaste Corazón.npy,128,22499
60uWDMpOnm7dK3KhRKsMQQ,DataSets\audio\Lydia Mendoza - Te Dedico Esta Canción.mp3,DataSets\img\Lydia Mendoza - Te Dedico Esta Canción.npy,128,16227
7BCiiW82fpEmlj6MlauO8L,DataSets\audio\Los Campesinos De Michoacan - Una Plegaria a Mi Madre.mp3,DataSets\img\Los Campesinos De Michoacan - Una Plegaria a Mi Madre.npy,128,16817
1F2Dirip1GstLUIGcK2WSw,DataSets\audio\Los Camperos de Valles - La Leva.mp3,DataSets\img\Los Camperos de Valles - La Leva.npy,128,19811
2JS8zVzrwyQip7fVA5rf3M,DataSets\audio\José Feliciano - Bamboleo _ Caballo Viejo.mp3,DataSets\img\José Feliciano - Bamboleo _ Caballo Viejo.npy,128,40972
5EmEWen4st0uU1tVT1ZCIq,DataSets\audio\Ivy Queen - Entiende.mp3,DataSets\img\Ivy Queen - Entiende.npy,128,20626
068i7gxb7kxAAH7LPSpyvT,DataSets\audio\Marc Anthony - Celos.mp3,DataSets\img\Marc Anthony - Celos.npy,128,28718
6w65FnNlAuJ3YaKcb4ReWT,DataSets\audio\Trío Borinquen - Mi Patria Tiembla.mp3,DataSets\img\Trío Borinquen - Mi Patria Tiembla.npy,128,15850
5nPLu9o9YYwDtQ3uZDDlm5,DataSets\audio\Ray Barretto - Alma Con Alma.mp3,DataSets\img\Ray Barretto - Alma Con Alma.npy,128,15615
6BnvLEgL43G3la9JPjnwAA,DataSets\audio\Ecos de Borinquen - Soñando con regresar (Dreaming of Returning).mp3,DataSets\img\Ecos de Borinquen - Soñando con regresar (Dreaming of Returning).npy,128,25082
6fBg13RcsIcctdPANAiwI5,DataSets\audio\Los Jibaros - Aguinaldo De Nacimiento.mp3,DataSets\img\Los Jibaros - Aguinaldo De Nacimiento.npy,128,38937
5CgfPOaeREAvGeczYCwta8,DataSets\audio\Eddie Bobé - Rumba Para Los Olu Bata.mp3,DataSets\img\Eddie Bobé - Rumba Para Los Olu Bata.npy,128,42851
2ZowHpJhRCJO5l6WR9aQsd,DataSets\audio\Chango Farias Gomez - Los Ejes de Mi Carreta - En Vivo.mp3,DataSets\img\Chango Farias Gomez - Los Ejes de Mi Carreta - En Vivo.npy,128,59438
6lRhgvPcajzV9p3jE0zCsf,DataSets\audio\Ingrid Rosario - Que Se Llene Tu Casa.mp3,DataSets\img\Ingrid Rosario - Que Se Llene Tu Casa.npy,128,25032
4f131ZKqnk9SudTFYcnJU7,DataSets\audio\Soledad Bravo - Hasta siempre.mp3,DataSets\img\Soledad Bravo - Hasta siempre.npy,128,27026
08b79I9eCjbiERXg03Xr2X,DataSets\audio\Daniel Viglietti - Canción del Hombre Nuevo.mp3,DataSets\img\Daniel Viglietti - Canción del Hombre Nuevo.npy,128,8782
4JDTHGwzppvlFD6cXHjt5h,DataSets\audio\Mercedes Sosa - Guitarra Dímelo Tú - En Vivo.mp3,DataSets\img\Mercedes Sosa - Guitarra Dímelo Tú - En Vivo.npy,128,28857
1z8095s2trSiUUDIjSz9UJ,DataSets\audio\Tahuantinsuyo - Zorzalito Negro.mp3,DataSets\img\Tahuantinsuyo - Zorzalito Negro.npy,128,18583
6rIaNE6siPSCPpTnOr0V20,DataSets\audio\Orquesta Melodías del 40 - Inspiración para Ti - Remasterizado.mp3,DataSets\img\Orquesta Melodías del 40 - Inspiración para Ti - Remasterizado.npy,128,18572
64RQNE6m3Hcbcn6hcBpGf7,DataSets\audio\Cartola - Sei Chorar.mp3,DataSets\img\Cartola - Sei Chorar.npy,128,8437
6qyqNr0pXGG2g9z4d3EFMW,DataSets\audio\Carmen Miranda - Chica Chica Boom Chic.mp3,DataSets\img\Carmen Miranda - Chica Chica Boom Chic.npy,128,8228
4KvcjjSFr18c3Tm1X3O365,DataSets\audio\Roberto Carlos - Esa Mujer (feat. Alejandro Sanz).mp3,DataSets\img\Roberto Carlos - Esa Mujer (feat. Alejandro Sanz).npy,128,18301
5hQJQPzIyU8oo7XWQpttYx,DataSets\audio\Gilberto Gil - Ouço.mp3,DataSets\img\Gilberto Gil - Ouço.npy,128,27851
2efSFJqV3SuXd113QWcQgG,DataSets\audio\Fernanda Cabral - Praianos (feat. Chico César).mp3,DataSets\img\Fernanda Cabral - Praianos (feat. Chico César).npy,128,33723
5G3DIojPwYLhkgem62QmFU,DataSets\audio\Chico Science - Da Lama ao Caos.mp3,DataSets\img\Chico Science - Da Lama ao Caos.npy,128,27180
0PHGV9pWYv91WCeCXhdWye,DataSets\audio\Elis Regina - Triste.mp3,DataSets\img\Elis Regina - Triste.npy,128,8965
1ZHfMFfKdpFmAIAXIWK9LH,DataSets\audio\Baden Powell - Canto de Ossanha.mp3,DataSets\img\Baden Powell - Canto de Ossanha.npy,128,25500
4bTtcW1liG0xX7nizfwSow,DataSets\audio\João Gilberto - Ela é Carioca.mp3,DataSets\img\João Gilberto - Ela é Carioca.npy,128,18301
3bPfrgEYx4ncxqTHpVgfC8,DataSets\audio\Luciana Souza - Meu Pai.mp3,DataSets\img\Luciana Souza - Meu Pai.npy,128,26158
5ZtJHTii7VocLmeLhZ29Jf,DataSets\audio\Dinho Nascimento - Tainá.mp3,DataSets\img\Dinho Nascimento - Tainá.npy,128,22420
6UGwNqWs6ruNU2dIrEJ8a0,DataSets\audio\Astrud Gilberto - Água de Beber.mp3,DataSets\img\Astrud Gilberto - Água de Beber.npy,128,7880
5kB8WUUla9s2w7yXD7h4CQ,DataSets\audio\Luis Miguel - Sabor a Mi.mp3,DataSets\img\Luis Miguel - Sabor a Mi.npy,128,18504
382STQaG5Tmbgl7c50ympq,DataSets\audio\María de Lourdes - Que Te Vaya Bonito.mp3,DataSets\img\María de Lourdes - Que Te Vaya Bonito.npy,128,23462
64DGQA87X5eZeOlnxIygsR,DataSets\audio\Vicente Fernández - Por Si Volvieras.mp3,DataSets\img\Vicente Fernández - Por Si Volvieras.npy,128,24314
19OBH0CBxyhMyTwlxjVC0m,DataSets\audio\Armando Manzanero - Mía.mp3,DataSets\img\Armando Manzanero - Mía.npy,128,13175
1jE8GlykZ1yw0RAor8Z8zP,DataSets\audio\Jaguares - No Importa.mp3,DataSets\img\Jaguares - No Importa.npy,128,12462
135Ns5af7wyS7pOgeBRxJv,DataSets\audio\Trío Cantores del Pánuco - El Sacamandú.mp3,DataSets\img\Trío Cantores del Pánuco - El Sacamandú.npy,128,24102
4akA0jXMAwk1KVg7F2pHbF,DataSets\audio\Mike Laure Jr - Atrevete y Cuentale.mp3,DataSets\img\Mike Laure Jr - Atrevete y Cuentale.npy,128,19839
72qbqvuzJN0fZJXVRNVf30,DataSets\audio\Los Caminantes - Puruxón Cahuicia.mp3,DataSets\img\Los Caminantes - Puruxón Cahuicia.npy,128,21300
6S4ZDhnPA6usxi7gSzC7HT,DataSets\audio\Isidro Lopez - A Ver Si Me Olvidas.mp3,DataSets\img\Isidro Lopez - A Ver Si Me Olvidas.npy,128,16242
2QQMjvrRlC0zBQCrlWijSf,DataSets\audio\Los Hermanos Pérez Maya - La Presumida.mp3,DataSets\img\Los Hermanos Pérez Maya - La Presumida.npy,128,21300
3jylBcSC2wYbH6QVD9Sadn,DataSets\audio\Cristina Maica - Qué Te Pasa Corazón.mp3,DataSets\img\Cristina Maica - Qué Te Pasa Corazón.npy,128,19066
1ziEb2b34hEssVrITjrX5a,DataSets\audio\Marco Toro Y Su Ensamble - Civilizacion.mp3,DataSets\img\Marco Toro Y Su Ensamble - Civilizacion.npy,128,18173
6mnNjGT492kwXUGXvFEAjN,,,,
1h3LHues4x1LNBWXr3lqFI,DataSets\audio\Vasallos del Sol - Sirenas.mp3,DataSets\img\Vasallos del Sol - Sirenas.npy,128,13243
5sKkHrBJeXaJVxsKF7iRXP,DataSets\audio\Alberto Naranjo - Sin Tu Mirada.mp3,DataSets\img\Alberto Naranjo - Sin Tu Mirada.npy,128,23123
1IfwdtV2kstO6WqKUpOQy5,DataSets\audio\Soledad Bravo - Los caminos.mp3,DataSets\img\Soledad Bravo - Los caminos.npy,128,19970
2FcmSfTV12yWU82c4VuHKJ,DataSets\audio\Urbango Eduardo Baró - Milonga del 900.mp3,DataSets\img\Urbango Eduardo Baró - Milonga del 900.npy,128,18230
148Hy5OSxtUS0jNwwiv6so,DataSets\audio\Ruben Rada - Amigo Mío No Sufras Tanto.mp3,DataSets\img\Ruben Rada - Amigo Mío No Sufras Tanto.npy,128,25187
3eALmit99QwdZ5TpPKADQp,DataSets\audio\Alfredo Zitarrosa - Pa' l Que Se Va.mp3,DataSets\img\Alfredo Zitarrosa - Pa' l Que Se Va.npy,128,11744
1kjq7Hv6MMC6KmoSIM4KnK,DataSets\audio\Grupo Electronico Keguay - Alumbra Luna.mp3,DataSets\img\Grupo Electronico Keguay - Alumbra Luna.npy,128,18823
